Latidud_ocio;Longitud_ocio
40.414200603419;-3.703248202801
40.409633100000;-3.671019600000
40.402280100000;-3.705080500000
40.426223849516;-3.695740699768
40.426146800000;-3.698146700000
40.487472664837;-3.699753284454
40.265462337563;-3.840494155884
40.425773700000;-3.704259000000
40.421392800000;-3.703754600000
40.437930700000;-3.692061300000
40.427088700000;-3.709232700000
40.435167399360;-3.696102127433
40.431348200000;-3.701186600000
40.402115400000;-3.689480200000
40.423063300000;-3.700302500000
40.390946800000;-3.731394500000
40.442782923774;-3.713400363922
40.383430500000;-3.747482600000
40.454493387999;-3.694041520357
40.422576000000;-3.691038900000
40.426949700000;-3.699667800000
40.409744432218;-3.693031668663
40.408755600000;-3.710546000000
40.417157606387;-3.706563413143
40.411996200000;-3.700989200000
40.418307289996;-3.696534633637
40.426318300000;-3.701794400000
40.425536200000;-3.661775100000
40.419562000000;-3.692565800000
40.445242652838;-3.698326349258
40.462114200000;-3.693631400000
40.419695700000;-3.706095500000
40.422116100000;-3.704213000000
40.429215033259;-3.687602877617
40.425276443444;-3.711892962456
40.448254200000;-3.690392200000
40.461354200000;-3.691548900000
40.423569445375;-3.702682256699
40.426509600000;-3.705911900000
40.391530696884;-3.696389794350
40.460125665403;-3.691663742065
40.456451000000;-3.619254700000
40.408933630569;-3.699109554291
40.419687701198;-3.708481192589
40.396009045783;-3.704809248447
40.423203946139;-3.673869967461
40.461556800000;-3.691730700000
40.420617829163;-3.708781599999
40.430435969686;-3.663471043110
40.423281538321;-3.702821731567
40.422070681692;-3.704301640391
40.392503900000;-3.697232600000
40.421221231317;-3.702148497105
40.448241155149;-3.690376281738
40.414618300000;-3.698584500000
40.409638232054;-3.700890541077
40.426862932712;-3.708768188953
40.416757700000;-3.706853100000
40.435204200000;-3.685822600000
40.424990585543;-3.696961104870
40.391716000000;-3.712334700000
40.425891033817;-3.698776960373
40.421303700000;-3.703413400000
40.426398423963;-3.689385205507
40.437303100000;-3.680827900000
40.407730685189;-3.696314692497
40.409299207333;-3.709570169449
40.425255004144;-3.702062666416
40.424082600000;-3.697512200000
40.413810000000;-3.692524000000
40.459209349143;-3.650298714638
40.422607708485;-3.694716095924
40.412590500000;-3.694098500000
40.458086400000;-3.677655100000
40.421366720875;-3.707288950682
40.418315458193;-3.674234747887
40.421325700000;-3.700312500000
40.421902500000;-3.699038500000
40.420801607042;-3.700152933598
40.417780439200;-3.689228296280
40.424238160904;-3.706277087331
40.422059900000;-3.702512700000
40.424992627390;-3.696963787079
40.439613000000;-3.694322000000
40.420622934111;-3.707740902901
40.418401900000;-3.701058200000
40.407522363092;-3.699637949467
40.413054934055;-3.697628974915
40.429063945939;-3.721516728401
40.421318224391;-3.697203844786
40.441578542279;-3.712477684021
40.424258579594;-3.709368333221
40.426127900000;-3.707585700000
40.419451848923;-3.702741265297
40.458401184563;-3.682866096497
40.455643964062;-3.689123690128
40.453060900000;-3.693351000000
40.426652800000;-3.684204700000
40.425183000000;-3.702918800000
40.435834978817;-3.716528490186
40.421946123534;-3.707971572876
40.451480367090;-3.681795895100
40.453892835594;-3.678617477417
40.430896600000;-3.693530400000
40.419201701668;-3.706190586090
40.429163479854;-3.675534278154
40.426767600000;-3.708185200000
40.436336169435;-3.685328364372
40.425413246438;-3.695247173309
40.415003173012;-3.701440393925
40.412653800000;-3.714615400000
40.431854600000;-3.682094600000
40.420345224385;-3.689853250980
40.425062050132;-3.712525963783
40.411664175514;-3.710238039494
40.412744517606;-3.703830242157
40.408230000000;-3.699425000000
40.440254000000;-3.670216000000
40.413897700000;-3.715189100000
40.419662000000;-3.699553000000
40.423910000000;-3.691523000000
40.412628111069;-3.711836636066
40.413483000000;-3.713280000000
40.414616000000;-3.701383000000
40.462768422918;-3.692972660065
40.415062395326;-3.699522614479
40.407284000000;-3.677215000000
40.423007923384;-3.697803318501
40.424316772827;-3.696717023850
40.413242816999;-3.696926236153
40.423550000000;-3.709041000000
40.464131596186;-3.692605197430
40.438769595828;-3.674127459526
40.444726219264;-3.695869445801
40.412307481495;-3.713695406914
40.413290400000;-3.696798700000
40.426588700000;-3.703649900000
40.422302000000;-3.703874000000
40.415154291916;-3.699841797352
40.425182000000;-3.700202000000
40.426259400000;-3.701674300000
40.409595000000;-3.701513000000
40.425674000000;-3.702830000000
40.458572000000;-3.682679000000
40.432804278149;-3.678569197655
40.421604000000;-3.703548000000
40.426883350606;-3.702939748764
40.416357104600;-3.698701858521
40.426273000000;-3.701682300000
40.422327965025;-3.698935210705
40.421430000000;-3.699619000000
40.426309605441;-3.703272342682
40.427450965561;-3.708011806011
40.420810000000;-3.700065000000
40.422960959514;-3.697274923325
40.424685100000;-3.696506400000
40.421513000000;-3.698681000000
40.422526031683;-3.697519004345
40.421265000000;-3.697884000000
40.422956875697;-3.697683960199
40.422620000000;-3.696868000000
40.424580000000;-3.698137000000
40.414024000000;-3.711906000000
40.421567200000;-3.705899000000
40.414385419911;-3.701258003712
40.428163540144;-3.704213798046
40.419884500000;-3.698771400000
40.422236078233;-3.692361116409
40.418826000000;-3.697250800000
40.417780000000;-3.709659400000
40.413110073669;-3.696558773518
40.416640957089;-3.709224164486
40.425774000000;-3.703820000000
40.416910000000;-3.711548000000
40.428820980484;-3.703387677670
40.423730700000;-3.691636100000
40.428716852162;-3.702000975609
40.412919127035;-3.691307008266
40.451650000000;-3.677570000000
40.426920000000;-3.701790000000
40.415585000000;-3.695473000000
40.425774000000;-3.713584000000
40.423557194036;-3.680779337883
40.416400900000;-3.700509500000
40.415674400000;-3.702444700000
40.409282868749;-3.700909316540
40.427369294639;-3.708459734917
40.425484000000;-3.695411000000
40.419933000000;-3.698850000000
40.420970800000;-3.703375400000
40.420014421597;-3.699275851250
40.419739200000;-3.698837100000
40.409697459089;-3.702151179314
40.419476000000;-3.700841000000
40.424533210375;-3.696671426296
40.424580000000;-3.709490000000
40.412715926546;-3.714274764061
40.431210000000;-3.701033000000
40.413001836606;-3.722155094147
40.423063000000;-3.690676000000
40.425543923666;-3.685548305512
40.410632830870;-3.695204257965
40.426548000000;-3.696574000000
40.423904000000;-3.713127000000
40.419588500000;-3.707943000000
40.409742800000;-3.693030500000
40.426895601339;-3.707740902901
40.436721100000;-3.662331900000
40.413803399404;-3.712340891361
40.426886000000;-3.699758000000
40.430256301503;-3.697489500046
40.434551872978;-3.689963221550
40.419060000000;-3.701639600000
40.427001774265;-3.699586987495
40.431723237348;-3.698200285435
40.421024000000;-3.709093000000
40.421917536383;-3.713550567627
40.420751578669;-3.697323203087
40.454490836811;-3.693975806236
40.433827116616;-3.691465258598
40.412697546572;-3.701751530170
40.439639238595;-3.698178827763
40.419699700000;-3.702464100000
40.414545729939;-3.707955479622
40.412301900000;-3.710774400000
40.418322605365;-3.703205287457
40.414190700000;-3.701892500000
40.420761788545;-3.710444569588
40.426858849133;-3.707993030548
40.411478330419;-3.701555728912
40.404034000000;-3.699996000000
40.421081356850;-3.701976835728
40.423205800000;-3.702235900000
40.454690849682;-3.693970441818
40.435278663063;-3.713582754135
40.424737396102;-3.713647127152
40.428839356053;-3.687640428543
40.451944400000;-3.694405200000
40.417239800000;-3.698873200000
40.420992531307;-3.698243200779
40.438828000000;-3.709982000000
40.422144000000;-3.707537000000
40.414997000000;-3.709285000000
40.412609731071;-3.713909983635
40.410808466916;-3.699530661106
40.415852701899;-3.702381849289
40.415268000000;-3.699611000000
40.425651000000;-3.703169700000
40.419834725574;-3.704208433628
40.415463500000;-3.699542100000
